accession	gene	protein_name	length	organism	organism_taxon_id	disease_uniprot_name	disease_uniprot_id	disease_acronym	mim_id	uniprot_url
P0A0P8	asp23	Alkaline shock protein 23	169	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P0A0P8
P0C1S1	mutS	DNA mismatch repair protein MutS	872	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P0C1S1
P12053	repE	Replication initiation protein	314	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P12053
P14490	repM	Replication initiation protein	314	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P14490
P18416		Transposase for transposon Tn552	480	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P18416
P19241	resR	Transposon Tn552 DNA-invertase BinR	192	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P19241
P23736	sau96IR	Type II restriction enzyme Sau96I	261	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P23736
P25921		Cop-6 protein	55	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P25921
P26839	vat	Virginiamycin A acetyltransferase	219	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P26839
P30338	arsR	Arsenical resistance operon repressor	104	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P30338
P39852	capC	Putative tyrosine-protein phosphatase CapC	255	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P39852
P39861	capL	Protein CapL	424	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P39861
P68809	gatC	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C	100	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P68809
P72367	cap8A	Capsular polysaccharide type 8 biosynthesis protein cap8A	222	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P72367
Q53770	tetM	Tetracycline resistance protein TetM	639	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/Q53770
Q53781	splB	Serine protease SplB	240	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/Q53781
Q7DJ53	ble	Bleomycin resistance protein	132	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/Q7DJ53
Q8GAX4		Uncharacterized hydrolase in edin-B 3'region	271	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/Q8GAX4
Q9L4S2	katB	Catalase-like protein	455	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/Q9L4S2
Q9RF07	gatA	Glutamyl-tRNA(Gln) amidotransferase subunit A	485	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/Q9RF07
P03862		Protein rep	229	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P03862
P08653	merB	Alkylmercury lyase	216	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P08653
P0A024	dnaN	Beta sliding clamp	377	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P0A024
P0A0C3	repB	Replication protein	235	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P0A0C3
P0A0C8	repL	Replication and maintenance protein	158	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P0A0C8
P0A0K6	trxA	Thioredoxin	104	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P0A0K6
P0A0P5	prmA	Ribosomal protein L11 methyltransferase	312	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P0A0P5
P0C6P2	fib	Fibrinogen-binding protein	165	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P0C6P2
P0C6P3	argF	Ornithine carbamoyltransferase	333	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P0C6P3
P18358	tnpR	Transposon Tn552 resolvase	197	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P18358
P37375	tnpB	Transposase B from transposon PsiTn554	630	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P37375
P39853	capD	Capsular polysaccharide biosynthesis protein CapD	599	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P39853
P39856	capG	Protein CapG	172	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P39856
P39857	capH	Capsular polysaccharide biosynthesis glycosyltransferase CapH	355	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P39857
P60963	lgt	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase	279	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P60963
P63191	grpE	Protein GrpE	208	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P63191
Q0Q2J5	mnhF2	Putative antiporter subunit mnhF2	100	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/Q0Q2J5
Q53584	putP	Sodium/proline symporter	511	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/Q53584
Q53599	map	Protein map	689	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/Q53599
Q936F1		Uncharacterized HTH-type transcriptional regulator	745	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/Q936F1
Q936F2		Uncharacterized lipoprotein in plc 3'region	256	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/Q936F2
Q9EZ10	dapH	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase	239	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/Q9EZ10
Q9FD07	splE	Serine protease SplE	238	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/Q9FD07
Q9FD08	splA	Serine protease SplA	235	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/Q9FD08
Q9LAB5	isaB	Immunodominant staphylococcal antigen B	175	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/Q9LAB5
Q9LC45	tarA	N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase	254	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/Q9LC45
Q9RQL3	perR	Peroxide-responsive repressor PerR	148	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/Q9RQL3
Q9S0S3	drp35	Lactonase drp35	324	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/Q9S0S3
P03860		Uncharacterized 8.7 kDa protein	74	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P03860
P0C1S2	nrdI	Protein NrdI	132	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P0C1S2
P12052		Uncharacterized protein ORFD	229	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P12052
P41369		Uncharacterized protein in ileS 5'region	149	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P41369
P0C6P4		65 kDa membrane protein	22	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P0C6P4
P18179		Potential ATP-binding protein	271	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P18179
P37376	tnpC	Transposase C from transposon PsiTn554	125	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P37376
Q7BEF3		UPF0346 protein in crr 3'region	73	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/Q7BEF3
P08655		Uncharacterized 19.7 kDa protein in mercuric resistance operon	180	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P08655
P12054	rlx	Protein rlx	320	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P12054
P14503		Uncharacterized 27.7 kDa protein	236	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P14503
Q53750	cop	Protein cop	116	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/Q53750
Q84BP4		Uncharacterized chromosomal cassette SCCmec type IVc protein CR006	706	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/Q84BP4
P03865	rlx	Protein rlx	315	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P03865
P03866		Uncharacterized protein C	230	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P03866
P0A061		Chloramphenicol resistance leader peptide	9	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P0A061
P0A0N2		DegV domain-containing protein	288	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P0A0N2
P13977		DegV domain-containing 15.5 kDa protein	140	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P13977
P41370		Uncharacterized protein in ileS 3'region	131	Staphylococcus aureus	1280					https://rest.uniprot.org/uniprotkb/P41370
P0DX93	msrD	Probable macrolide resistance translation factor MsrD	487	Streptococcus pneumoniae	1313					https://rest.uniprot.org/uniprotkb/P0DX93
Q8KY50	stkP	Serine/threonine-protein kinase StkP	659	Streptococcus pneumoniae	1313					https://rest.uniprot.org/uniprotkb/Q8KY50
Q8KY51	phpP	Protein phosphatase PhpP	246	Streptococcus pneumoniae	1313					https://rest.uniprot.org/uniprotkb/Q8KY51
Q54875	iga	Immunoglobulin A1 protease	1927	Streptococcus pneumoniae	1313					https://rest.uniprot.org/uniprotkb/Q54875
Q9F930	spuA	Pullulanase A	1287	Streptococcus pneumoniae	1313					https://rest.uniprot.org/uniprotkb/Q9F930
Q54520	cpsD	Tyrosine-protein kinase CpsD	227	Streptococcus pneumoniae	1313					https://rest.uniprot.org/uniprotkb/Q54520
P04043	dpnM	Type II methyltransferase M1.DpnII	284	Streptococcus pneumoniae	1313					https://rest.uniprot.org/uniprotkb/P04043
P60242	comC1	Competence-stimulating peptide type 1	41	Streptococcus pneumoniae	1313					https://rest.uniprot.org/uniprotkb/P60242
P09358	dpnA	Type II methyltransferase M2.DpnII	268	Streptococcus pneumoniae	1313					https://rest.uniprot.org/uniprotkb/P09358
O84925	nox	NADH oxidase	459	Streptococcus pneumoniae	1313					https://rest.uniprot.org/uniprotkb/O84925
P62575	nanA	Sialidase A	1035	Streptococcus pneumoniae	1313					https://rest.uniprot.org/uniprotkb/P62575
Q54519	cpsC	Capsular polysaccharide biosynthesis protein CpsC	230	Streptococcus pneumoniae	1313					https://rest.uniprot.org/uniprotkb/Q54519
Q57346	cap3A	UDP-glucose 6-dehydrogenase	394	Streptococcus pneumoniae	1313					https://rest.uniprot.org/uniprotkb/Q57346
P09357	dpnB	Type II restriction enzyme DpnII	288	Streptococcus pneumoniae	1313					https://rest.uniprot.org/uniprotkb/P09357
P21236	erm	rRNA adenine N-6-methyltransferase	245	Streptococcus pneumoniae	1313					https://rest.uniprot.org/uniprotkb/P21236
Q54518	cpsB	Tyrosine-protein phosphatase CpsB	243	Streptococcus pneumoniae	1313					https://rest.uniprot.org/uniprotkb/Q54518
P42365	tpx	Thiol peroxidase	50	Streptococcus pneumoniae	1313					https://rest.uniprot.org/uniprotkb/P42365
P0DX94	msrDL	Leader peptide MsrDL	6	Streptococcus pneumoniae	1313					https://rest.uniprot.org/uniprotkb/P0DX94
P42362		Manganese import system permease protein ScaB	278	Streptococcus pneumoniae	1313					https://rest.uniprot.org/uniprotkb/P42362
Q4K2S1	wcwK	Capsular polysaccharide phosphotransferase WcwK	335	Streptococcus pneumoniae	1313					https://rest.uniprot.org/uniprotkb/Q4K2S1
P21233	ermC	23S rRNA methylase leader peptide	27	Streptococcus pneumoniae	1313					https://rest.uniprot.org/uniprotkb/P21233
Q4JZ13	wcwK	Capsular polysaccharide phosphotransferase WcwK	335	Streptococcus pneumoniae	1313					https://rest.uniprot.org/uniprotkb/Q4JZ13
Q54513		Transposase for insertion sequence IS1202	465	Streptococcus pneumoniae	1313					https://rest.uniprot.org/uniprotkb/Q54513
Q54800	cap3C	UTP--glucose-1-phosphate uridylyltransferase	306	Streptococcus pneumoniae	1313					https://rest.uniprot.org/uniprotkb/Q54800
P42363	psaA	Manganese ABC transporter substrate-binding lipoprotein PsaA	310	Streptococcus pneumoniae	1313					https://rest.uniprot.org/uniprotkb/P42363
P72533	tetO	Tetracycline resistance protein TetO	639	Streptococcus pneumoniae	1313					https://rest.uniprot.org/uniprotkb/P72533
Q4K0R3	wcwK	Capsular polysaccharide phosphotransferase WcwK	332	Streptococcus pneumoniae	1313					https://rest.uniprot.org/uniprotkb/Q4K0R3
Q4K0S9	wcwK	Capsular polysaccharide phosphotransferase WcwK	329	Streptococcus pneumoniae	1313					https://rest.uniprot.org/uniprotkb/Q4K0S9
Q4K2U1	wcwK	Capsular polysaccharide phosphotransferase WcwK	335	Streptococcus pneumoniae	1313					https://rest.uniprot.org/uniprotkb/Q4K2U1
P0A4K6	tet	Tetracycline resistance protein	458	Streptococcus pneumoniae	1313					https://rest.uniprot.org/uniprotkb/P0A4K6
P62905	int	Transposase from transposon Tn1545	405	Streptococcus pneumoniae	1313					https://rest.uniprot.org/uniprotkb/P62905
Q54807	tetM(5251)	Tetracycline resistance protein TetM from transposon Tn5251	639	Streptococcus pneumoniae	1313					https://rest.uniprot.org/uniprotkb/Q54807
P0C2H0	orf3	Uncharacterized protein SPD_2303 homolog	158	Streptococcus pneumoniae	1313					https://rest.uniprot.org/uniprotkb/P0C2H0
P0C2G9	orf2	Uncharacterized protein SPD_2302 homolog	109	Streptococcus pneumoniae	1313					https://rest.uniprot.org/uniprotkb/P0C2G9
P61624	xis	Excisionase from transposon Tn1545	67	Streptococcus pneumoniae	1313					https://rest.uniprot.org/uniprotkb/P61624
P14489	OXA-10	Beta-lactamase OXA-10	266	Pseudomonas aeruginosa	287					https://rest.uniprot.org/uniprotkb/P14489
P37321	PER-1	Extended-spectrum beta-lactamase PER-1	308	Pseudomonas aeruginosa	287					https://rest.uniprot.org/uniprotkb/P37321
Q9RHD7	wbpO	UDP-N-acetyl-D-glucosamine 6-dehydrogenase	422	Pseudomonas aeruginosa	287					https://rest.uniprot.org/uniprotkb/Q9RHD7
P00392	merA	Mercuric reductase	561	Pseudomonas aeruginosa	287					https://rest.uniprot.org/uniprotkb/P00392
P29808	aacC3	Aminoglycoside N(3)-acetyltransferase III	271	Pseudomonas aeruginosa	287					https://rest.uniprot.org/uniprotkb/P29808
O87489	blaVEB-1	Beta-lactamase VEB-1	299	Pseudomonas aeruginosa	287					https://rest.uniprot.org/uniprotkb/O87489
Q8KN66	wbpP	UDP-N-acetyl-alpha-D-glucosaminouronate 4-epimerase	341	Pseudomonas aeruginosa	287					https://rest.uniprot.org/uniprotkb/Q8KN66
P0DTF7	cdnD	Cyclic AMP-AMP-AMP synthase	300	Pseudomonas aeruginosa	287					https://rest.uniprot.org/uniprotkb/P0DTF7
Q7WYA8	bla-imp13	Metallo-beta-lactamase type 2	246	Pseudomonas aeruginosa	287					https://rest.uniprot.org/uniprotkb/Q7WYA8
Q840P9	VIM-7	Metallo-beta-lactamase VIM-7	265	Pseudomonas aeruginosa	287					https://rest.uniprot.org/uniprotkb/Q840P9
Q8RNT4	lox	Linoleate 9/13-lipoxygenase	685	Pseudomonas aeruginosa	287					https://rest.uniprot.org/uniprotkb/Q8RNT4
D4P095	cpdA	3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA	272	Pseudomonas aeruginosa	287					https://rest.uniprot.org/uniprotkb/D4P095
Q93F76	blaGES-2	Beta-lactamase GES-2	287	Pseudomonas aeruginosa	287					https://rest.uniprot.org/uniprotkb/Q93F76
K4LAH1	phoA2	Alkaline phosphatase L	392	Pseudomonas aeruginosa	287					https://rest.uniprot.org/uniprotkb/K4LAH1
O07293	bla	Beta-lactamase OXA-18	275	Pseudomonas aeruginosa	287					https://rest.uniprot.org/uniprotkb/O07293
P0DTF8	nucC	Endodeoxyribonuclease NucC	241	Pseudomonas aeruginosa	287					https://rest.uniprot.org/uniprotkb/P0DTF8
Q00983	lcr1	Beta-lactamase LCR-1	260	Pseudomonas aeruginosa	287					https://rest.uniprot.org/uniprotkb/Q00983
O34206	kinB	Alginate biosynthesis sensor protein KinB	595	Pseudomonas aeruginosa	287					https://rest.uniprot.org/uniprotkb/O34206
P0DV40	pycC	Uridylate cyclase	514	Pseudomonas aeruginosa	287					https://rest.uniprot.org/uniprotkb/P0DV40
P18774	pilA	Fimbrial protein	154	Pseudomonas aeruginosa	287					https://rest.uniprot.org/uniprotkb/P18774
P21184	fliC	A-type flagellin	394	Pseudomonas aeruginosa	287					https://rest.uniprot.org/uniprotkb/P21184
Q03170	pse1	Beta-lactamase PSE-1	288	Pseudomonas aeruginosa	287					https://rest.uniprot.org/uniprotkb/Q03170
O84955	bla	Beta-lactamase OXA-20	266	Pseudomonas aeruginosa	287					https://rest.uniprot.org/uniprotkb/O84955
P02973	pilA	Fimbrial protein	150	Pseudomonas aeruginosa	287					https://rest.uniprot.org/uniprotkb/P02973
P04140	merT	Mercuric transport protein MerT	116	Pseudomonas aeruginosa	287					https://rest.uniprot.org/uniprotkb/P04140
Q00982	bla	Beta-lactamase OXA-5	267	Pseudomonas aeruginosa	287					https://rest.uniprot.org/uniprotkb/Q00982
A0A081HJP9	PA50071_1	Hydroxypyruvate/pyruvate aldolase	268	Pseudomonas aeruginosa	287					https://rest.uniprot.org/uniprotkb/A0A081HJP9
P0DTF4	cap6	CD-NTase-associated protein 6	304	Pseudomonas aeruginosa	287					https://rest.uniprot.org/uniprotkb/P0DTF4
P17838	pilA	Fimbrial protein	157	Pseudomonas aeruginosa	287					https://rest.uniprot.org/uniprotkb/P17838
P16897	pse4	Beta-lactamase PSE-4	288	Pseudomonas aeruginosa	287					https://rest.uniprot.org/uniprotkb/P16897
P08015	pilA	Fimbrial protein	150	Pseudomonas aeruginosa	287					https://rest.uniprot.org/uniprotkb/P08015
P0DP45	ppk	Polyphosphate kinase	690	Pseudomonas aeruginosa	287					https://rest.uniprot.org/uniprotkb/P0DP45
P29811		Probable adenylyl-sulfate kinase	214	Pseudomonas aeruginosa	287					https://rest.uniprot.org/uniprotkb/P29811
P37322	carB3	Beta-lactamase CARB-3	288	Pseudomonas aeruginosa	287					https://rest.uniprot.org/uniprotkb/P37322
Q06583	pys1	Pyocin-S1	618	Pseudomonas aeruginosa	287					https://rest.uniprot.org/uniprotkb/Q06583
Q51429	bla	Beta-lactamase OXA-3	275	Pseudomonas aeruginosa	287					https://rest.uniprot.org/uniprotkb/Q51429
P17836	pilA	Fimbrial protein	154	Pseudomonas aeruginosa	287					https://rest.uniprot.org/uniprotkb/P17836
P23181	aacC1	Gentamicin 3-N-acetyltransferase	177	Pseudomonas aeruginosa	287					https://rest.uniprot.org/uniprotkb/P23181
P27887	bztE	Metapyrocatechase	307	Pseudomonas aeruginosa	287					https://rest.uniprot.org/uniprotkb/P27887
P62591	int	Integrase/recombinase	337	Pseudomonas aeruginosa	287					https://rest.uniprot.org/uniprotkb/P62591
Q06778	bla	Beta-lactamase OXA-11	266	Pseudomonas aeruginosa	287					https://rest.uniprot.org/uniprotkb/Q06778
Q51574	bla	Beta-lactamase OXA-15	275	Pseudomonas aeruginosa	287					https://rest.uniprot.org/uniprotkb/Q51574
Q9F771	xerC	Putative tyrosine recombinase XerC	427	Pseudomonas aeruginosa	287					https://rest.uniprot.org/uniprotkb/Q9F771
Q9S605	ppx	Exopolyphosphatase	506	Pseudomonas aeruginosa	287					https://rest.uniprot.org/uniprotkb/Q9S605
P0DTF5	cap8	CD-NTase-associated protein 8	156	Pseudomonas aeruginosa	287					https://rest.uniprot.org/uniprotkb/P0DTF5
P0DX74	capW	DNA-binding transcriptional repressor CapW	299	Pseudomonas aeruginosa	287					https://rest.uniprot.org/uniprotkb/P0DX74
P17837	pilA	Fimbrial protein	150	Pseudomonas aeruginosa	287					https://rest.uniprot.org/uniprotkb/P17837
Q01710	nosZ	Nitrous-oxide reductase	634	Pseudomonas aeruginosa	287					https://rest.uniprot.org/uniprotkb/Q01710
P05103	paeR7IM	Type II methyltransferase M.PaeR7I	574	Pseudomonas aeruginosa	287					https://rest.uniprot.org/uniprotkb/P05103
P0A107	nahC	1,2-dihydroxynaphthalene dioxygenase	302	Pseudomonas aeruginosa	287					https://rest.uniprot.org/uniprotkb/P0A107
P0A3M2	bla	Beta-lactamase SHV-5	286	Pseudomonas aeruginosa	287					https://rest.uniprot.org/uniprotkb/P0A3M2
P0C003	sulI	Dihydropteroate synthase type-1	279	Pseudomonas aeruginosa	287					https://rest.uniprot.org/uniprotkb/P0C003
Q51494	ndoB	Naphthalene 1,2-dioxygenase system, large oxygenase component	449	Pseudomonas aeruginosa	287					https://rest.uniprot.org/uniprotkb/Q51494
Q8GQ96	ccmE	Cytochrome c-type biogenesis protein CcmE	148	Pseudomonas aeruginosa	287					https://rest.uniprot.org/uniprotkb/Q8GQ96
O33421	fliD	A-type flagellar hook-associated protein 2	478	Pseudomonas aeruginosa	287					https://rest.uniprot.org/uniprotkb/O33421
P04131	merP	Mercuric transport protein periplasmic component	91	Pseudomonas aeruginosa	287					https://rest.uniprot.org/uniprotkb/P04131
P05104	paeR7IR	Type II restriction enzyme PaeR7I	246	Pseudomonas aeruginosa	287					https://rest.uniprot.org/uniprotkb/P05104
